Tag,Document Path,Document Length,Time taken for tests,Complete requests,Failed requests,Concurrency Level,Total transferred,Requests per second (mean),Transfer rate,Time per request
"Reference","/ping/500","500","1.125","1000","0","50","655000","888.90","568.59","1.125"
"Reference","/ping/500","500","1.127","1000","0","50","655000","887.47","567.67","1.127"
"Reference","/ping/500","500","1.151","1000","0","50","655000","869.03","555.87","1.151"
"Reference","/ping/500","500","1.135","1000","0","50","655000","880.95","563.50","1.135"
"Reference","/ping/500","500","1.139","1000","0","50","655000","878.28","561.79","1.139"
"Reference","/ping/500","500","1.116","1000","0","50","655000","896.12","573.20","1.116"
"Reference","/ping/1000","1000","1.147","1000","0","50","1155000","872.06","983.62","1.147"
"Reference","/ping/1000","1000","1.143","1000","0","50","1155000","875.13","987.09","1.143"
"Reference","/ping/1000","1000","1.161","1000","0","50","1155000","861.00","971.15","1.161"
"Reference","/ping/1000","1000","1.165","1000","0","50","1155000","858.39","968.20","1.165"
"Reference","/ping/1000","1000","1.155","1000","0","50","1155000","866.16","976.97","1.155"
"Reference","/ping/1000","1000","1.174","1000","0","50","1155000","851.93","960.91","1.174"
"Reference","/ping/1000","1000","1.157","1000","0","50","1155000","864.17","974.72","1.157"
"Reference","/ping/1000","1000","1.145","1000","0","50","1155000","873.44","985.18","1.145"
"Reference","/ping/1000","1000","1.151","1000","0","50","1155000","868.50","979.60","1.151"
"Reference","/ping/1000","1000","1.146","1000","0","50","1155000","872.39","983.99","1.146"
"Reference","/ping/1000","1000","1.149","1000","0","50","1155000","870.40","981.75","1.149"
"Reference","/ping/1000","1000","1.133","1000","0","50","1155000","882.58","995.48","1.133"
"Reference","/ping/1000","1000","1.147","1000","0","50","1155000","871.82","983.35","1.147"
"Reference","/ping/1000","1000","1.149","1000","0","50","1155000","870.65","982.03","1.149"
"Reference","/ping/1000","1000","1.139","1000","0","50","1155000","877.81","990.11","1.139"
"Reference","/ping/1000","1000","1.144","1000","0","50","1155000","873.81","985.60","1.144"
"Reference","/ping/1000","1000","1.120","1000","0","50","1155000","892.76","1006.96","1.120"
"Reference","/ping/1000","1000","1.145","1000","0","50","1155000","873.60","985.36","1.145"
"Reference","/ping/1000","1000","1.144","1000","0","50","1155000","874.43","986.30","1.144"
"Reference","/ping/1000","1000","1.132","1000","0","50","1155000","883.31","996.32","1.132"
"Reference","/ping/5000","5000","1.275","1000","0","50","5155000","784.21","3947.86","1.275"
"Reference","/ping/5000","5000","1.280","1000","0","50","5155000","781.06","3932.01","1.280"
"Reference","/ping/5000","5000","1.270","1000","0","50","5155000","787.21","3962.96","1.270"
"Reference","/ping/5000","5000","1.284","1000","0","50","5155000","778.57","3919.49","1.284"
"Reference","/ping/5000","5000","1.263","1000","0","50","5155000","791.47","3984.39","1.263"
"Reference","/ping/5000","5000","1.229","1000","0","50","5155000","813.34","4094.51","1.229"
"Reference","/ping/5000","5000","1.241","1000","0","50","5155000","806.09","4058.01","1.241"
"Reference","/ping/5000","5000","1.272","1000","0","50","5155000","786.19","3957.83","1.272"
"Reference","/ping/5000","5000","1.254","1000","0","50","5155000","797.58","4015.16","1.254"
"Reference","/ping/5000","5000","1.263","1000","0","50","5155000","791.98","3986.99","1.263"
"Reference","/ping/5000","5000","1.261","1000","0","50","5155000","792.84","3991.32","1.261"
"Reference","/ping/5000","5000","1.280","1000","0","50","5155000","781.21","3932.73","1.280"
"Reference","/ping/5000","5000","1.268","1000","0","50","5155000","788.37","3968.81","1.268"
"Reference","/ping/5000","5000","1.273","1000","0","50","5155000","785.84","3956.05","1.273"
"Reference","/ping/5000","5000","1.269","1000","0","50","5155000","787.76","3965.73","1.269"
"Reference","/ping/5000","5000","1.289","1000","0","50","5155000","775.91","3906.05","1.289"
"Reference","/ping/5000","5000","1.274","1000","0","50","5155000","784.98","3951.71","1.274"
"Reference","/ping/5000","5000","1.276","1000","0","50","5155000","783.96","3946.59","1.276"
"Reference","/ping/5000","5000","1.271","1000","0","50","5155000","786.80","3960.87","1.271"
"Reference","/ping/5000","5000","1.271","1000","0","50","5155000","786.50","3959.40","1.271"
"Reference","/ping/10000","10000","1.482","1000","0","50","10155000","674.76","6691.63","1.482"
"Reference","/ping/10000","10000","1.477","1000","0","50","10155000","677.23","6716.05","1.477"
"Reference","/ping/10000","10000","1.433","1000","0","50","10155000","697.62","6918.25","1.433"
"Reference","/ping/10000","10000","1.427","1000","0","50","10155000","700.71","6948.91","1.427"
"Reference","/ping/10000","10000","1.420","1000","0","50","10155000","704.26","6984.18","1.420"
"Reference","/ping/10000","10000","1.410","1000","0","50","10155000","709.43","7035.38","1.410"
"Reference","/ping/10000","10000","1.417","1000","0","50","10155000","705.70","6998.39","1.417"
"Reference","/ping/10000","10000","1.339","1000","0","50","10155000","746.87","7406.68","1.339"
"Reference","/ping/10000","10000","1.375","1000","0","50","10155000","727.06","7210.27","1.375"
"Reference","/ping/10000","10000","1.409","1000","0","50","10155000","709.88","7039.85","1.409"
"Reference","/ping/10000","10000","1.453","1000","0","50","10155000","688.37","6826.51","1.453"
"Reference","/ping/10000","10000","1.404","1000","0","50","10155000","712.12","7062.12","1.404"
"Reference","/ping/10000","10000","1.419","1000","0","50","10155000","704.73","6988.79","1.419"
"Reference","/ping/10000","10000","1.423","1000","0","50","10155000","702.81","6969.74","1.423"
"Reference","/ping/10000","10000","1.392","1000","0","50","10155000","718.50","7125.36","1.392"
"Reference","/ping/10000","10000","1.423","1000","0","50","10155000","702.87","6970.34","1.423"
"Reference","/ping/10000","10000","1.418","1000","0","50","10155000","705.16","6993.07","1.418"
"Reference","/ping/10000","10000","1.399","1000","0","50","10155000","714.94","7090.08","1.399"
"Reference","/ping/10000","10000","1.387","1000","0","50","10155000","720.82","7148.32","1.387"
"Reference","/ping/10000","10000","1.409","1000","0","50","10155000","709.95","7040.54","1.409"
"Reference","/ping/50000","50000","2.327","1000","0","50","50155000","429.82","21052.40","2.327"
"Reference","/ping/50000","50000","2.356","1000","0","50","50155000","424.43","20788.33","2.356"
"Reference","/ping/50000","50000","2.369","1000","0","50","50155000","422.11","20674.60","2.369"
"Reference","/ping/50000","50000","2.380","1000","0","50","50155000","420.17","20579.64","2.380"
"Reference","/ping/50000","50000","2.328","1000","0","50","50155000","429.50","21036.82","2.328"
"Reference","/ping/50000","50000","2.318","1000","0","50","50155000","431.33","21126.32","2.318"
"Reference","/ping/50000","50000","2.224","1000","0","50","50155000","449.70","22025.99","2.224"
"Reference","/ping/50000","50000","2.330","1000","0","50","50155000","429.27","21025.53","2.330"
"Reference","/ping/50000","50000","2.294","1000","0","50","50155000","435.99","21354.58","2.294"
"Reference","/ping/50000","50000","2.348","1000","0","50","50155000","425.93","20861.64","2.348"
"Reference","/ping/50000","50000","2.353","1000","0","50","50155000","425.08","20820.06","2.353"
"Reference","/ping/50000","50000","2.397","1000","0","50","50155000","417.16","20432.26","2.397"
"Reference","/ping/50000","50000","2.349","1000","0","50","50155000","425.68","20849.71","2.349"
"Reference","/ping/50000","50000","2.404","1000","0","50","50155000","416.00","20375.62","2.404"
"Reference","/ping/50000","50000","2.351","1000","0","50","50155000","425.28","20829.77","2.351"
"Reference","/ping/50000","50000","2.370","1000","0","50","50155000","421.94","20666.37","2.370"
"Reference","/ping/50000","50000","2.326","1000","0","50","50155000","429.89","21055.92","2.326"
"Reference","/ping/50000","50000","2.256","1000","0","50","50155000","443.35","21715.28","2.256"
"Reference","/ping/50000","50000","2.297","1000","0","50","50155000","435.41","21326.23","2.297"
"Reference","/ping/100000","100000","3.709","1000","0","50","100155000","269.65","26373.58","3.709"
"Reference","/ping/100000","100000","3.689","1000","0","50","100155000","271.05","26510.94","3.689"
"Reference","/ping/100000","100000","3.766","1000","0","50","100155000","265.54","25972.25","3.766"
"Reference","/ping/100000","100000","3.698","1000","0","50","100155000","270.44","26450.84","3.698"
"Reference","/ping/100000","100000","3.683","1000","0","50","100155000","271.53","26557.44","3.683"
"Reference","/ping/100000","100000","3.665","1000","0","50","100155000","272.85","26686.80","3.665"
"Reference","/ping/100000","100000","3.641","1000","0","50","100155000","274.63","26860.87","3.641"
"Reference","/ping/100000","100000","3.709","1000","0","50","100155000","269.60","26368.81","3.709"
"Reference","/ping/100000","100000","3.715","1000","0","50","100155000","269.21","26330.54","3.715"
"Reference","/ping/100000","100000","3.685","1000","0","50","100155000","271.41","26545.49","3.685"
"Reference","/ping/100000","100000","3.711","1000","0","50","100155000","269.46","26355.52","3.711"
"Reference","/ping/100000","100000","3.682","1000","0","50","100155000","271.58","26562.17","3.682"
"Reference","/ping/100000","100000","3.662","1000","0","50","100155000","273.06","26707.60","3.662"
"Reference","/ping/100000","100000","3.706","1000","0","50","100155000","269.86","26394.51","3.706"
"Reference","/ping/100000","100000","3.661","1000","0","50","100155000","273.14","26714.97","3.661"
"Reference","/ping/100000","100000","3.618","1000","0","50","100155000","276.37","27031.40","3.618"
"Reference","/ping/100000","100000","3.539","1000","0","50","100155000","282.54","27634.41","3.539"
"Reference","/ping/100000","100000","3.664","1000","0","50","100155000","272.89","26690.67","3.664"
"Reference","/ping/100000","100000","3.653","1000","0","50","100155000","273.77","26777.04","3.653"
"Reference","/ping/100000","100000","3.761","1000","0","50","100155000","265.91","26008.30","3.761"
"Reference","/ping/500000","500000","17.846","1000","0","50","500155000","56.03","27369.23","17.846"
"Reference","/ping/500000","500000","17.751","1000","0","50","500155000","56.34","27516.40","17.751"
"Reference","/ping/500000","500000","18.041","1000","0","50","500155000","55.43","27074.14","18.041"
"Reference","/ping/500000","500000","18.013","1000","0","50","500155000","55.52","27115.52","18.013"
"Reference","/ping/500000","500000","18.331","1000","0","50","500155000","54.55","26644.46","18.331"
"Reference","/ping/500000","500000","17.814","1000","0","50","500155000","56.14","27418.62","17.814"
"Reference","/ping/500000","500000","17.892","1000","0","50","500155000","55.89","27298.29","17.892"
"Reference","/ping/500000","500000","18.095","1000","0","50","500155000","55.26","26992.32","18.095"
"Reference","/ping/500000","500000","18.041","1000","0","50","500155000","55.43","27072.83","18.041"
"Reference","/ping/500000","500000","17.999","1000","0","50","500155000","55.56","27136.46","17.999"
"Reference","/ping/500000","500000","17.686","1000","0","50","500155000","56.54","27616.78","17.686"
"Reference","/ping/500000","500000","17.741","1000","0","50","500155000","56.37","27530.61","17.741"
"Reference","/ping/500000","500000","17.997","1000","0","50","500155000","55.56","27139.73","17.997"
"Reference","/ping/500000","500000","17.892","1000","0","50","500155000","55.89","27299.25","17.892"
"Reference","/ping/500000","500000","18.050","1000","0","50","500155000","55.40","27060.38","18.050"
"Reference","/ping/500000","500000","17.498","1000","0","50","500155000","57.15","27913.61","17.498"
"Reference","/ping/500000","500000","18.112","1000","0","50","500155000","55.21","26966.83","18.112"
"Reference","/ping/500000","500000","18.027","1000","0","50","500155000","55.47","27095.02","18.027"
"Reference","/ping/500000","500000","18.192","1000","0","50","500155000","54.97","26848.88","18.192"
"Reference","/ping/500000","500000","18.099","1000","0","50","500155000","55.25","26986.57","18.099"
"Reference","/ping/1000000","1000000","36.051","1000","0","50","1000155000","27.74","27092.89","36.051"
"Reference","/ping/1000000","1000000","37.595","1000","0","50","1000155000","26.60","25979.73","37.595"
"Reference","/ping/1000000","1000000","36.598","1000","0","50","1000155000","27.32","26687.75","36.598"
"Reference","/ping/1000000","1000000","36.608","1000","0","50","1000155000","27.32","26680.52","36.608"
"Reference","/ping/1000000","1000000","38.661","1000","0","50","1000155000","25.87","25263.25","38.661"
"Reference","/ping/1000000","1000000","37.591","1000","0","50","1000155000","26.60","25982.50","37.591"
"Reference","/ping/1000000","1000000","38.069","1000","0","50","1000155000","26.27","25656.63","38.069"
"Reference","/ping/1000000","1000000","36.694","1000","0","50","1000155000","27.25","26617.57","36.694"
"Reference","/ping/1000000","1000000","37.312","1000","0","50","1000155000","26.80","26177.24","37.312"
"Reference","/ping/1000000","1000000","37.447","1000","0","50","1000155000","26.70","26082.67","37.447"
"Reference","/ping/1000000","1000000","35.379","1000","0","50","1000155000","28.27","27606.85","35.379"
"Reference","/ping/1000000","1000000","38.051","1000","0","50","1000155000","26.28","25668.79","38.051"
"Reference","/ping/1000000","1000000","36.777","1000","0","50","1000155000","27.19","26557.97","36.777"
"Reference","/ping/1000000","1000000","36.486","1000","0","50","1000155000","27.41","26769.91","36.486"
"Reference","/ping/1000000","1000000","36.912","1000","0","50","1000155000","27.09","26460.43","36.912"
"Reference","/ping/1000000","1000000","38.439","1000","0","50","1000155000","26.02","25409.42","38.439"
"Reference","/ping/1000000","1000000","37.670","1000","0","50","1000155000","26.55","25928.04","37.670"
"Reference","/ping/1000000","1000000","39.114","1000","0","50","1000155000","25.57","24970.84","39.114"
"Reference","/ping/1000000","1000000","37.062","1000","0","50","1000155000","26.98","26353.86","37.062"
"Reference","/ping/1000000","1000000","35.742","1000","0","50","1000155000","27.98","27327.04","35.742"
"Docker+SDN+Encrypted","/ping/10","10","2.214","1000","0","50","165000","451.71","72.78","2.214"
"Docker+SDN+Encrypted","/ping/20","20","2.311","1000","0","50","175000","432.77","73.96","2.311"
"Docker+SDN+Encrypted","/ping/30","30","2.218","1000","0","50","185000","450.92","81.47","2.218"
"Docker+SDN+Encrypted","/ping/40","40","2.178","1000","0","50","195000","459.20","87.44","2.178"
"Docker+SDN+Encrypted","/ping/50","50","2.921","1000","0","50","205000","342.35","68.54","2.921"
"Docker+SDN+Encrypted","/ping/60","60","2.151","1000","0","50","215000","464.88","97.61","2.151"
"Docker+SDN+Encrypted","/ping/70","70","2.212","1000","0","50","225000","452.17","99.35","2.212"
"Docker+SDN+Encrypted","/ping/80","80","2.317","1000","0","50","235000","431.56","99.04","2.317"
"Docker+SDN+Encrypted","/ping/90","90","2.253","1000","0","50","245000","443.79","106.18","2.253"
"Docker+SDN+Encrypted","/ping/100","100","2.206","1000","0","50","255000","453.23","112.87","2.206"
"Docker+SDN+Encrypted","/ping/100","100","2.366","1000","0","50","255000","422.72","105.27","2.366"
"Docker+SDN+Encrypted","/ping/200","200","2.290","1000","0","50","355000","436.67","151.38","2.290"
"Docker+SDN+Encrypted","/ping/300","300","2.306","1000","0","50","455000","433.69","192.71","2.306"
"Docker+SDN+Encrypted","/ping/400","400","2.284","1000","0","50","555000","437.84","237.30","2.284"
"Docker+SDN+Encrypted","/ping/500","500","2.576","1000","0","50","655000","388.21","248.32","2.576"
"Docker+SDN+Encrypted","/ping/600","600","2.508","1000","0","50","755000","398.70","293.96","2.508"
"Docker+SDN+Encrypted","/ping/700","700","2.441","1000","0","50","855000","409.59","341.99","2.441"
"Docker+SDN+Encrypted","/ping/800","800","2.465","1000","0","50","955000","405.69","378.35","2.465"
"Docker+SDN+Encrypted","/ping/900","900","2.346","1000","0","50","1055000","426.31","439.22","2.346"
"Docker+SDN+Encrypted","/ping/1000","1000","2.342","1000","0","50","1155000","426.95","481.57","2.342"
"Docker+SDN+Encrypted","/ping/1000","1000","2.246","1000","0","50","1155000","445.32","502.29","2.246"
"Docker+SDN+Encrypted","/ping/2000","2000","2.881","1000","0","50","2155000","347.12","730.51","2.881"
"Docker+SDN+Encrypted","/ping/3000","3000","2.630","1000","0","50","3155000","380.28","1171.66","2.630"
